# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  5 13:10:30 2022
# CONSTRAINT:  where (pl_rade < 5) CONSTRAINT:  and (pl_massestr < 10)


pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
HD 5278 b,0.120200,0.001300,-0.001300,0,2.450,0.050,-0.050,0,7.80000,1.50000,-1.40000,0,943,13,-13,0,6203.00,64.00,-64.00,0,1.19,0.02,-0.02,0
K2-36 c,0.054000,0.001000,-0.001000,0,3.200,0.300,-0.300,0,7.80000,2.30000,-2.30000,0,788,9,-9,0,4916.00,35.00,-37.00,0,0.72,0.01,-0.01,0
KOI-94 c,,,,,3.800,0.700,-0.600,0,7.80000,3.00000,-2.40000,0,,,,,,,,,,,,
55 Cnc e,0.015440,0.000090,-0.000090,0,2.080,0.160,-0.170,0,7.81000,0.58000,-0.53000,0,1958,15,-15,0,5234.00,30.00,-30.00,0,0.94,0.01,-0.01,0
HD 97658 b,0.079600,0.001100,-0.001100,0,2.341,0.170,-0.150,0,7.86000,0.73000,-0.73000,0,,,,,5119.00,50.00,-50.00,0,0.70,0.04,-0.03,0
K2-138 d,0.058930,0.000400,-0.000500,0,2.390,0.104,-0.084,0,7.92000,1.39000,-1.35000,0,,,,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0
Kepler-48 d,,,,,2.040,0.110,-0.110,0,7.93000,4.60000,-4.60000,0,,,,,5194.00,73.00,-73.00,0,0.89,0.05,-0.05,0
K2-18 b,0.143000,0.006000,-0.006000,0,2.380,0.220,-0.220,0,7.96000,1.91000,-1.91000,0,235,9,-9,0,3457.00,39.00,-39.00,0,0.41,0.04,-0.04,0
55 Cnc e,0.015440,0.000050,-0.000050,0,1.875,0.029,-0.029,0,7.99000,0.32000,-0.33000,0,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0
K2-216 b,0.028000,0.003000,-0.007000,0,1.750,0.170,-0.100,0,8.00000,1.60000,-1.60000,0,1103,180,-56,0,4503.00,69.00,-69.00,0,0.72,0.03,-0.03,0
Kepler-11 e,0.195000,0.002000,-0.002000,0,4.190,0.070,-0.090,0,8.00000,1.50000,-2.10000,0,,,,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0
Kepler-49 b,,,,,2.300,0.200,-0.200,0,8.00000,1.90000,-1.60000,0,,,,,,,,,,,,
Kepler-78 b,,,,,1.160,0.190,-0.140,0,8.00000,,,1,,,,,5089.00,50.00,-50.00,0,0.74,0.10,-0.08,0
55 Cnc e,0.015440,0.000090,-0.000090,0,1.920,0.080,-0.080,0,8.08000,0.31000,-0.31000,0,,,,,5250.00,123.30,-171.85,0,0.96,0.08,-0.05,0
55 Cnc e,0.015440,0.000090,-0.000090,0,1.910,0.080,-0.080,0,8.08000,0.31000,-0.31000,0,,,,,5250.00,123.30,-171.85,0,0.96,0.08,-0.05,0
Kepler-36 c,0.128300,0.001600,-0.001600,0,3.679,0.054,-0.054,0,8.08000,0.60000,-0.46000,0,928,10,-10,0,5911.00,66.00,-66.00,0,1.63,0.02,-0.02,0
K2-3 b,,,,,2.140,0.270,-0.260,0,8.10000,2.00000,-1.90000,0,,,,,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0
K2-32 c,0.138430,0.001150,-0.001080,0,3.134,0.123,-0.102,0,8.10000,2.40000,-2.40000,0,634,9,-11,0,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0
K2-32 c,,,,,3.480,0.970,-0.420,0,8.10000,,,1,,,,,5315.00,60.00,-60.00,0,0.87,0.05,-0.05,0
Kepler-106 d,,,,,0.950,0.130,-0.130,0,8.10000,,,1,,,,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0
HD 15337 c,0.126800,0.003800,-0.003800,0,2.390,0.120,-0.120,0,8.11000,1.82000,-1.69000,0,642,10,-10,0,5125.00,50.00,-50.00,0,0.86,0.02,-0.02,0
GJ 1214 b,0.014900,0.000260,-0.000260,0,2.742,0.050,-0.053,0,8.17000,0.43000,-0.43000,0,596,19,-19,0,3250.00,100.00,-100.00,0,0.21,0.01,-0.01,0
Kepler-50 c,,,,,2.790,,,0,8.20000,,,1,,,,,6058.00,,,0,1.88,,,0
Kepler-131 c,,,,,0.840,0.070,-0.070,0,8.25000,5.90000,-5.90000,0,,,,,5685.00,74.00,-74.00,0,1.03,0.10,-0.10,0
HD 97658 b,,,,,2.120,0.060,-0.060,0,8.30000,1.10000,-1.10000,0,751,12,-12,0,5212.00,43.00,-43.00,0,0.73,0.01,-0.01,0
Kepler-49 c,,,,,2.990,0.070,-0.070,0,8.30000,2.70000,-2.20000,0,,,,,,,,,0.58,,,0
Kepler-68 b,0.061700,0.000560,-0.000560,0,2.310,0.060,-0.090,0,8.30000,2.20000,-2.40000,0,1280,90,-90,0,5793.00,74.00,-74.00,0,1.24,0.02,-0.02,0
HD 3167 c,0.180600,0.008000,-0.008000,0,2.740,0.106,-0.100,0,8.33000,1.79000,-1.85000,0,548,10,-10,0,5286.00,40.00,-40.00,0,0.83,0.03,-0.03,0
EPIC 220674823 b,0.011600,0.001300,-0.001300,0,1.520,0.160,-0.160,0,8.36000,0.96000,-0.94000,0,2333,69,-57,0,5470.00,30.00,-30.00,0,0.87,0.09,-0.09,0
55 Cnc e,0.015830,0.000200,-0.000200,0,2.173,0.097,-0.098,0,8.37000,0.38000,-0.38000,0,,,,,5250.00,123.30,-171.85,0,0.96,0.08,-0.05,0
K2-3 b,0.077500,0.003900,-0.003900,0,2.078,0.180,-0.093,0,8.40000,2.10000,-2.10000,0,,,,,,,,,0.55,0.04,-0.04,0
Kepler-11 e,0.194000,0.007000,-0.007000,0,4.520,0.430,-0.430,0,8.40000,2.50000,-1.90000,0,,,,,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0
Kepler-96 b,,,,,2.670,0.220,-0.220,0,8.46000,3.40000,-3.40000,0,,,,,5690.00,73.00,-73.00,0,1.02,0.09,-0.09,0
Kepler-120 b,,,,,2.310,0.370,-0.370,0,8.50000,9.70000,-7.50000,0,,,,,,,,,0.57,,,0
Kepler-338 e,,,,,1.560,0.070,-0.070,0,8.50000,7.20000,-6.30000,0,,,,,,,,,1.74,,,0
K2-111 b,0.062100,0.009200,-0.008500,0,1.900,0.200,-0.200,0,8.60000,3.90000,-3.90000,0,1309,71,-63,0,5730.00,50.00,-50.00,0,1.23,0.10,-0.10,0
Kepler-107 e,0.126390,0.000990,-0.000990,0,2.903,0.035,-0.035,0,8.60000,3.60000,-3.60000,0,955,12,-12,0,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0
Kepler-49 b,,,,,2.040,0.080,-0.080,0,8.60000,1.90000,-1.70000,0,,,,,,,,,0.58,,,0
LTT 3780 c,0.076730,0.000750,-0.000770,0,2.300,0.160,-0.150,0,8.60000,1.60000,-1.30000,0,353,18,-18,0,3331.00,157.00,-157.00,0,0.37,0.01,-0.01,0
TOI-1260 b,0.036600,0.002200,-0.003600,0,2.340,0.110,-0.090,0,8.60000,1.40000,-1.50000,0,860,47,-31,0,4227.00,85.00,-85.00,0,0.65,0.01,-0.01,0
55 Cnc e,0.015830,0.000200,-0.000200,0,2.000,0.140,-0.140,0,8.63000,0.35000,-0.35000,0,,,,,,,,,0.94,0.01,-0.01,0
K2-18 b,0.159100,0.000460,-0.000470,0,2.610,0.087,-0.087,0,8.63000,1.35000,-1.35000,0,255,4,-4,0,3457.00,39.00,-39.00,0,0.44,0.01,-0.01,0
KOI-142 b,,,,,3.780,0.390,-0.360,0,8.70000,2.50000,-2.50000,0,,,,,5471.00,50.00,-50.00,0,0.88,0.03,-0.04,0
Kepler-113 c,,,,,2.180,0.060,-0.060,0,8.70000,,,1,,,,,4725.00,74.00,-74.00,0,0.69,0.02,-0.02,0
Kepler-20 b,0.045370,0.000540,-0.000600,0,1.910,0.120,-0.210,0,8.70000,2.10000,-2.20000,0,1014,,,0,5455.00,100.00,-100.00,0,0.94,0.06,-0.10,0
Kepler-25 b,,,,,2.748,0.038,-0.035,0,8.70000,2.50000,-2.30000,0,,,,,,,,,1.32,0.02,-0.01,0
LHS 1815 b,0.040400,0.009400,-0.009400,0,1.088,0.064,-0.064,0,8.70000,,,1,617,84,-84,0,3643.00,142.00,-142.00,0,0.50,0.03,-0.03,0
EPIC 249893012 b,0.047000,0.005000,-0.007000,0,1.950,0.090,-0.080,0,8.75000,1.09000,-1.08000,0,1616,149,-79,0,5430.00,85.00,-85.00,0,1.71,0.04,-0.04,0
HD 15337 c,0.123500,0.002000,-0.001700,0,2.522,0.106,-0.102,0,8.79000,1.68000,-1.68000,0,656,8,-9,0,5131.00,74.00,-74.00,0,0.84,0.02,-0.02,0
Kepler-184 c,,,,,1.950,0.840,-0.190,0,8.80000,7.40000,-5.70000,0,,,,,,,,,0.86,,,0
Kepler-28 b,,,,,2.930,0.460,-0.460,0,8.80000,3.80000,-3.10000,0,,,,,,,,,0.57,,,0
Kepler-30 b,,,,,1.900,0.200,-0.200,0,8.80000,0.60000,-0.50000,0,,,,,,,,,,,,
Kepler-307 b,,,,,3.000,0.300,-0.300,0,8.80000,0.90000,-0.90000,0,,,,,,,,,,,,
TOI-269 b,0.034500,0.001500,-0.001500,0,2.770,0.120,-0.120,0,8.80000,1.40000,-1.40000,0,531,25,-25,0,3514.00,70.00,-70.00,0,0.40,0.01,-0.01,0
Kepler-307 b,,,,,3.010,0.340,-0.320,0,8.81000,0.92000,-0.91000,0,,,,,,,,,0.99,0.13,-0.08,0
HD 136352 d,0.425000,0.012000,-0.012000,0,2.562,0.088,-0.079,0,8.82000,0.93000,-0.92000,0,431,7,-7,0,5664.00,61.00,-61.00,0,1.06,0.02,-0.02,0
HD 213885 b,0.020120,0.000150,-0.000120,0,1.745,0.051,-0.052,0,8.83000,0.66000,-0.65000,0,2128,13,-14,0,5978.00,50.00,-50.00,0,1.10,0.01,-0.01,0
HD 97658 b,,,,,2.354,0.112,-0.112,0,8.88263,1.23087,-1.23087,0,,,,,5175.00,25.00,-25.00,0,0.74,0.01,-0.01,0
K2-266 d,0.103500,0.001600,-0.001700,0,2.930,0.140,-0.120,0,8.90000,5.70000,-3.80000,0,538,6,-6,0,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0
Kepler-50 b,,,,,2.200,,,0,8.90000,,,1,,,,,6058.00,,,0,1.88,,,0
K2-18 b,0.142900,0.006000,-0.006500,0,2.370,0.220,-0.220,0,8.92000,1.70000,-1.60000,0,284,15,-15,0,3457.00,39.00,-39.00,0,0.41,0.04,-0.04,0
Kepler-102 e,,,,,2.220,0.070,-0.070,0,8.93000,2.00000,-2.00000,0,,,,,4903.00,74.00,-74.00,0,0.74,0.02,-0.02,0
EPIC 220674823 b,0.013120,0.000140,-0.000140,0,1.820,0.200,-0.140,0,9.00000,1.60000,-1.60000,0,2063,58,-58,0,5496.00,46.00,-46.00,0,0.95,0.05,-0.05,0
KOI-1599.02,0.112293,,,0,1.900,0.200,-0.200,0,9.00000,0.30000,-0.30000,0,,,,,,,,,0.97,,,0
Kepler-25 b,,,,,2.600,0.050,-0.050,0,9.00000,2.40000,-2.20000,0,,,,,,,,,1.31,,,0
Kepler-62 b,0.055300,0.000500,-0.000500,0,1.310,0.040,-0.040,0,9.00000,,,1,750,41,-41,0,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0
Kepler-305 d,,,,,2.700,0.200,-0.200,0,9.10000,6.10000,-3.80000,0,,,,,,,,,,,,
Kepler-57 c,,,,,1.550,,,0,9.10000,,,1,,,,,5145.00,,,0,0.73,,,0
WASP-47 e,0.017300,0.003800,-0.003800,0,1.820,0.400,-0.400,0,9.10000,5.50000,-3.60000,0,,,,,5576.00,68.00,-68.00,0,1.16,0.26,-0.26,0
KOI-3503 b,,,,,1.190,0.240,-0.190,0,9.20000,,,1,785,14,-13,0,6001.00,60.00,-60.00,0,1.25,0.03,-0.03,0
TOI-763 c,0.101100,0.001000,-0.001000,0,2.630,0.120,-0.120,0,9.32000,1.02000,-1.02000,0,800,12,-12,0,5450.00,60.00,-60.00,0,0.90,0.01,-0.01,0
Kepler-107 c,0.060640,0.000470,-0.000470,0,1.597,0.026,-0.026,0,9.39000,1.77000,-1.77000,0,1379,17,-17,0,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0
Kepler-32 b,,,,,2.250,0.110,-0.110,0,9.40000,3.60000,-3.10000,0,,,,,,,,,0.53,,,0
KOI-142 b,,,,,3.438,0.075,-0.075,0,9.50000,1.10000,-1.10000,0,,,,,5466.00,60.00,-60.00,0,0.90,0.02,-0.02,0
Kepler-79 c,,,,,3.553,0.027,-0.027,0,9.50000,2.30000,-2.10000,0,,,,,,,,,1.28,0.03,-0.01,0
TOI-125 b,0.051860,0.000860,-0.000770,0,2.726,0.075,-0.075,0,9.50000,0.88000,-0.88000,0,1037,11,-11,0,5320.00,39.00,-39.00,0,0.85,0.01,-0.01,0
Kepler-25 b,,,,,2.710,0.050,-0.050,0,9.60000,4.20000,-4.20000,0,,,,,6270.00,79.00,-79.00,0,1.31,0.02,-0.02,0
Kepler-33 f,,,,,4.000,0.800,-0.900,0,9.60000,1.70000,-1.80000,0,,,,,,,,,,,,
Kepler-36 c,,,,,3.692,0.010,-0.010,0,9.61000,0.79000,-0.89000,0,,,,,,,,,1.63,0.02,-0.02,0
Kepler-33 f,,,,,4.000,0.850,-0.840,0,9.65000,1.84000,-1.66000,0,,,,,,,,,1.69,0.26,-0.42,0
K2-285 b,0.038170,0.000950,-0.000920,0,2.590,0.060,-0.060,0,9.68000,1.21000,-1.37000,0,1089,22,-22,0,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0
Kepler-103 b,,,,,3.370,0.090,-0.090,0,9.70000,8.60000,-8.60000,0,,,,,5845.00,88.00,-88.00,0,1.44,0.04,-0.04,0
Kepler-20 b,0.046300,0.000900,-0.001500,0,1.868,0.066,-0.034,0,9.70000,1.41000,-1.44000,0,1105,37,-37,0,5495.00,50.00,-50.00,0,0.96,0.02,-0.02,0
TOI-763 b,0.060000,0.000600,-0.000600,0,2.280,0.110,-0.110,0,9.79000,0.78000,-0.78000,0,1038,16,-16,0,5450.00,60.00,-60.00,0,0.90,0.01,-0.01,0
HD 3167 c,0.179500,0.002300,-0.002300,0,3.010,0.420,-0.280,0,9.80000,1.30000,-1.24000,0,,,,,5261.00,60.00,-60.00,0,0.86,0.04,-0.04,0
Kepler-48 c,,,,,3.010,0.370,-0.100,0,9.80000,3.30000,-3.40000,0,,,,,,,,,0.85,,,0
K2-38 c,0.096400,0.001600,-0.001600,0,2.420,0.290,-0.290,0,9.90000,4.60000,-4.60000,0,858,37,-37,0,5757.00,60.00,-60.00,0,1.10,0.09,-0.09,0
TOI-431 d,0.098000,0.002000,-0.002000,0,3.290,0.090,-0.090,0,9.90000,1.53000,-1.49000,0,633,14,-14,0,4850.00,75.00,-75.00,0,0.73,0.02,-0.02,0
